time,wavelength_shift_1,wavelength_shift_2
104.268,-0.6016,-0.2654
104.295,-0.6017,-0.2642
104.325,-0.5998,-0.2671
104.36,-0.6043,-0.2651
104.384,-0.6019,-0.268
104.414,-0.6061,-0.2663
104.444,-0.6117,-0.2661
104.473,-0.6056,-0.2799
104.505,-0.6155,-0.2687
104.532,-0.6202,-0.2649
104.562,-0.6092,-0.2683
104.592,-0.6037,-0.2673
104.621,-0.6051,-0.2667
104.651,-0.5995,-0.2636
104.681,-0.6004,-0.2656
104.71,-0.5976,-0.2699
104.74,-0.6041,-0.2676
104.77,-0.6028,-0.2662
104.799,-0.5982,-0.2678
104.829,-0.5963,-0.2712
104.859,-0.5979,-0.2662
104.888,-0.5844,-0.2673
104.918,-0.5949,-0.2672
104.948,-0.6029,-0.268
104.977,-0.5986,-0.2691
105.007,-0.5918,-0.2726
105.037,-0.5733,-0.2717
105.066,-0.546,-0.2704
105.096,-0.536,-0.2748
105.125,-0.5527,-0.2775
105.155,-0.5428,-0.2803
105.188,-0.5584,-0.2814
105.216,-0.5658,-0.2767
105.244,-0.5597,-0.2783
105.273,-0.5596,-0.2792
105.303,-0.5585,-0.2775
105.333,-0.5497,-0.2743
105.361,-0.5462,-0.2784
105.392,-0.548,-0.2771
105.422,-0.5548,-0.277
105.451,-0.5579,-0.2718
105.486,-0.5621,-0.2731
105.511,-0.5524,-0.2745
105.545,-0.5483,-0.2714
105.57,-0.5462,-0.2709
105.6,-0.5475,-0.2721
105.629,-0.5484,-0.2718
105.658,-0.5483,-0.2703
105.691,-0.5514,-0.272
105.718,-0.552,-0.2715
105.747,-0.5514,-0.2682
105.778,-0.554,-0.2685
105.807,-0.5531,-0.27
105.837,-0.5558,-0.2714
105.867,-0.5553,-0.2695
105.896,-0.5515,-0.2692
105.926,-0.5541,-0.2696
105.954,-0.5636,-0.2698
105.985,-0.5592,-0.2739
106.015,-0.5627,-0.2745
106.044,-0.5716,-0.2714
106.074,-0.5705,-0.2741
106.103,-0.566,-0.2786
106.132,-0.5853,-0.2816
106.163,-0.6542,-0.2756
106.192,-0.6497,-0.2764
106.221,-0.5678,-0.2779
106.251,-0.5661,-0.2799
106.281,-0.5705,-0.2767
106.311,-0.5755,-0.2778
106.341,-0.5726,-0.2742
106.37,-0.5774,-0.2737
106.401,-0.5768,-0.2729
106.43,-0.579,-0.2743
106.459,-0.5803,-0.2741
106.489,-0.5802,-0.2736
106.518,-0.5797,-0.2685
106.547,-0.5735,-0.2781
106.58,-0.575,-0.2709
106.612,-0.5932,-0.2727
106.636,-0.6624,-0.2722
106.666,-0.6559,-0.2759
106.695,-0.6433,-0.2707
106.726,-0.6458,-0.2687
106.755,-0.6502,-0.2695
106.785,-0.6369,-0.2709
106.814,-0.5981,-0.2712
106.844,-0.5865,-0.2725
106.873,-0.5793,-0.2703
106.903,-0.5921,-0.2744
106.932,-0.608,-0.2724
106.962,-0.6105,-0.2753
106.997,-0.6094,-0.2736
107.021,-0.5733,-0.2673
107.051,-0.558,-0.2743
107.082,-0.5633,-0.2691
107.11,-0.5689,-0.2739
107.14,-0.5779,-0.2689
107.17,-0.571,-0.2685
107.2,-0.583,-0.2739
107.229,-0.5916,-0.2736
107.258,-0.5896,-0.2625
107.29,-0.5931,-0.2736
107.318,-0.5924,-0.2759
107.347,-0.5978,-0.2769
107.377,-0.5959,-0.2742
107.409,-0.605,-0.2776
107.436,-0.616,-0.2707
107.466,-0.6081,-0.2713
107.495,-0.6092,-0.2747
107.533,-0.6202,-0.2699
107.555,-0.6216,-0.2753
107.584,-0.6344,-0.2794
107.615,-0.6581,-0.273
107.645,-0.666,-0.2772
107.674,-0.667,-0.2687
107.703,-0.6587,-0.2712
107.733,-0.6563,-0.274
107.762,-0.649,-0.2689
107.792,-0.6632,-0.2715
107.821,-0.6931,-0.2727
107.851,-0.6799,-0.2736
107.882,-0.657,-0.2738
107.91,-0.6472,-0.2711
107.94,-0.6481,-0.283
107.97,-0.6535,-0.2704
108,-0.6549,-0.2758
108.029,-0.6729,-0.2814
108.059,-0.6719,-0.2782
108.088,-0.6876,-0.2727
108.119,-0.7025,-0.2771
108.148,-0.7129,-0.2753
108.177,-0.6963,-0.2726
108.207,-0.7069,-0.2675
108.236,-0.7087,-0.2777
108.266,-0.7153,-0.2668
108.297,-0.7165,-0.2732
108.325,-0.7332,-0.2807
108.355,-0.6917,-0.2952
108.384,-0.6744,-0.2577
108.415,-0.7018,-0.282
108.444,-0.724,-0.3005
108.473,-0.7251,-0.2829
108.503,-0.6827,-0.41
108.533,-0.6775,-0.374
108.562,-0.7674,-0.845
108.592,-0.6817,-0.8456
108.621,-0.6684,-0.1882
108.652,-0.6671,-0.8705
108.681,-0.6697,-0.83
108.71,-0.7146,-0.8176
108.74,-0.1794,-0.3
108.77,-0.7793,0.1803
108.799,-0.6254,-0.6126
108.829,-0.6769,-0.3224
108.859,-0.7132,-0.3658
108.888,-0.7234,-0.965
108.917,-0.6993,-0.812
108.947,-0.5952,-0.5287
108.977,-0.5133,-0.7004
109.007,-0.7098,-0.5595
109.036,-0.6772,-0.8662
109.066,-0.6577,-0.5601
109.096,-0.7135,-0.4854
109.125,-0.6946,-0.7949
109.155,-0.6929,-0.5146
109.184,-0.6807,-0.9757
109.213,-0.6259,-0.2917
109.244,-0.6739,-0.5103
109.273,-0.6266,-0.849
109.303,-0.6747,-0.0525
109.332,-0.7024,-0.9757
109.362,-0.6801,-0.2959
109.392,-0.6369,-0.1098
109.421,-0.6855,-0.2241
109.451,-0.6479,-0.8365
109.482,-0.6714,-0.7956
109.509,-0.6752,-0.9757
109.539,-0.5942,-0.8243
109.569,-0.6692,-0.866
109.598,-0.51,-0.8243
109.628,-0.2746,-0.3728
109.658,-0.686,-0.8468
109.688,-0.6682,0.075
109.718,-0.346,-0.3309
109.747,-0.5998,-0.5329
109.777,-0.6787,-0.8013
109.807,-0.6715,0.0028
109.836,-0.7057,0.1803
109.866,-0.6684,-0.5128
109.894,-0.6903,-0.7837
109.924,-0.6711,-0.9296
109.955,-0.6629,0.1271
109.983,-0.3504,-0.8164
110.02,-0.6311,-0.5493
110.044,-0.6759,-0.8466
110.073,-0.5479,-0.181
110.104,-0.5728,-0.8317
110.133,-0.6429,-0.0998
110.161,-0.6754,-0.8506
110.192,-0.6093,-0.7275
110.221,-0.6675,-0.4636
110.251,-0.6004,-0.4709
110.281,-0.1794,-0.4582
110.31,-0.6693,-0.8129
110.34,-0.612,-0.8033
110.37,-0.6711,-0.2809
110.404,-0.6826,0.1803
110.429,-0.6651,-0.8428
110.458,-0.5933,-0.3447
110.487,-0.6319,-0.3117
110.517,-0.6668,-0.0495
110.546,-0.6822,-0.2482
110.576,-0.6277,-0.8005
110.606,-0.6641,-0.9072
110.636,-0.7273,-0.091
110.667,-0.6739,-0.2659
110.695,-0.6709,0.1803
110.732,-0.6744,-0.5375
110.755,-0.6761,-0.7842
110.785,-0.6797,-0.4933
110.814,-0.6509,-0.8516
110.843,-0.6991,-0.0825
110.873,-0.6705,-0.3217
110.902,-0.6499,-0.7999
110.934,-0.6825,-0.7422
110.961,-0.6259,-0.8114
110.991,-0.6211,-0.798
111.022,-0.5739,-0.4947
111.051,-0.6328,-0.8326
111.081,-0.1794,-0.9757
111.112,-0.1794,0.1803
111.14,-0.6785,-0.1068
111.169,-0.5898,-0.4612
111.2,-0.6739,-0.3389
111.228,-0.6753,-0.9757
111.258,-0.6828,-0.8597
111.287,-0.5892,-0.2672
111.317,-0.526,-0.1176
111.347,-0.1794,-0.2651
111.376,-0.1794,-0.3931
111.406,-0.6693,-0.388
111.436,-0.713,-0.4235
111.471,-0.6613,-0.8368
111.496,-0.5531,-0.5165
111.528,-0.6307,-0.858
111.554,-0.6535,-0.1714
111.584,-0.3694,-0.3679
111.613,-0.6107,-0.3671
111.644,-0.6147,-0.2265
111.673,-0.5995,-0.9337
111.702,-0.5068,-0.2881
111.732,-0.5438,-0.4139
111.762,-0.5916,-0.398
111.791,-0.4354,-0.3099
111.821,-0.5992,-0.2461
111.852,-0.5886,-0.225
111.881,-0.5395,-0.2382
111.91,-0.6314,-0.2667
111.94,-0.4117,-0.2968
111.969,-0.4143,-0.1753
112.002,-0.5286,-0.4131
112.03,-0.551,-0.3661
112.058,-0.2284,-0.2734
112.089,-0.5153,-0.3093
112.118,-0.5078,-0.2827
112.147,-0.5024,-0.2795
112.176,-0.4868,-0.2931
112.206,-0.4971,-0.2894
112.236,-0.502,-0.295
112.265,-0.5052,-0.2811
112.295,-0.5059,-0.2739
112.325,-0.4884,-0.2902
112.355,-0.4968,-0.2866
112.384,-0.4893,-0.2823
112.417,-0.5321,-0.2847
112.443,-0.5447,-0.2616
112.473,-0.5036,-0.2839
112.502,-0.5107,-0.2985
112.532,-0.5085,-0.2935
112.562,-0.5002,-0.2902
112.591,-0.523,-0.3005
112.621,-0.5085,-0.3014
112.651,-0.4951,-0.2916
112.68,-0.519,-0.2985
112.71,-0.5074,-0.2975
112.741,-0.5114,-0.2972
112.769,-0.5043,-0.2971
112.799,-0.507,-0.2898
112.829,-0.517,-0.295
112.858,-0.515,-0.2909
112.888,-0.5243,-0.2933
112.917,-0.5186,-0.3009
112.947,-0.5478,-0.2748
112.977,-0.5272,-0.2851
113.006,-0.5354,-0.2988
113.036,-0.5152,-0.2978
113.065,-0.5714,-0.3538
113.095,-0.5229,-0.2803
113.125,-0.54,-0.2443
113.156,-0.5654,-0.3413
113.185,-0.5421,-0.276
113.215,-0.6332,-0.2947
113.244,-0.5803,-0.8267
113.274,-0.541,-0.813
113.303,-0.6296,0.0714
113.332,-0.6603,-0.8077
113.362,-0.6809,-0.4777
113.393,-0.6413,-0.7138
113.425,-0.6694,0.1803
113.451,-0.6714,-0.5245
113.481,-0.6823,0.1803
113.51,-0.6697,-0.3937
113.54,-0.6758,-0.8411
113.57,-0.6966,-0.4884
113.599,-0.5205,-0.3171
113.629,-0.4936,-0.2918
113.658,-0.4885,-0.3017
113.69,-0.4837,-0.3002
113.718,-0.4784,-0.2997
113.747,-0.4793,-0.2999
113.777,-0.4767,-0.2975
113.807,-0.4708,-0.2967
113.836,-0.4713,-0.297
113.867,-0.4793,-0.2961
113.896,-0.4954,-0.2979
113.925,-0.4963,-0.2987
113.955,-0.4986,-0.2994
113.986,-0.5013,-0.3035
114.014,-0.5005,-0.2967
114.044,-0.4937,-0.2958
114.074,-0.4886,-0.2984
114.103,-0.4851,-0.3035
114.133,-0.4762,-0.3062
114.162,-0.4728,-0.3065
114.192,-0.4781,-0.3065
114.222,-0.4832,-0.3079
114.251,-0.4825,-0.3082
114.282,-0.4823,-0.3082
114.311,-0.4803,-0.3097
114.34,-0.48,-0.3069
114.369,-0.4799,-0.3069
114.399,-0.4804,-0.3082
114.429,-0.485,-0.3092
114.459,-0.4847,-0.3087
114.489,-0.4867,-0.3099
114.517,-0.4858,-0.3106
114.547,-0.4859,-0.3083
114.577,-0.4854,-0.3085
114.607,-0.484,-0.311
114.637,-0.4851,-0.3098
114.666,-0.4836,-0.3096
114.696,-0.4833,-0.3104
114.725,-0.485,-0.3146
114.755,-0.4856,-0.3112
114.784,-0.4832,-0.3126
114.815,-0.4859,-0.3106
114.843,-0.4837,-0.3101
114.874,-0.4837,-0.3118
114.903,-0.4817,-0.3126
114.933,-0.4796,-0.3118
114.963,-0.4793,-0.3138
114.999,-0.4773,-0.3112
115.021,-0.4676,-0.3123
115.052,-0.4653,-0.3102
115.081,-0.4637,-0.3129
115.111,-0.4628,-0.3112
115.14,-0.4737,-0.3092
115.169,-0.4732,-0.3108
115.199,-0.4962,-0.3115
115.228,-0.5349,-0.3081
115.258,-0.5606,-0.3112
115.288,-0.5556,-0.3111
115.318,-0.5587,-0.3138
115.348,-0.5785,-0.3134
115.378,-0.5799,-0.3118
115.406,-0.5846,-0.3152
115.436,-0.5786,-0.3128
115.467,-0.5741,-0.3131
115.496,-0.5602,-0.3128
115.525,-0.5378,-0.314
115.554,-0.5057,-0.3135
115.585,-0.5108,-0.3165
115.615,-0.521,-0.3171
115.644,-0.5262,-0.3168
115.674,-0.5203,-0.3179
115.703,-0.5496,-0.317
115.732,-0.5426,-0.3173
115.762,-0.5302,-0.3191
115.791,-0.4944,-0.3168
115.821,-0.4898,-0.317
115.851,-0.4858,-0.321
115.88,-0.4863,-0.3204
115.91,-0.5011,-0.3177
115.94,-0.5255,-0.317
115.97,-0.5443,-0.3213
115.999,-0.5658,-0.32
116.028,-0.5312,-0.3209
116.059,-0.549,-0.3225
116.089,-0.5844,-0.3223
116.118,-0.5887,-0.3201
116.148,-0.5714,-0.3205
116.178,-0.5592,-0.3246
116.206,-0.5747,-0.326
116.242,-0.5986,-0.3249
116.266,-0.6097,-0.323
116.295,-0.6124,-0.3234
116.325,-0.6184,-0.3259
116.354,-0.6297,-0.3253
116.384,-0.6482,-0.3243
116.414,-0.6628,-0.3242
116.449,-0.6328,-0.3254
116.473,-0.6189,-0.322
116.504,-0.622,-0.3232
116.533,-0.6586,-0.3242
116.563,-0.6946,-0.3259
116.592,-0.7221,-0.3248
116.621,-0.6801,-0.3258
116.651,-0.6313,-0.3257
116.68,-0.643,-0.3282
116.71,-0.6975,-0.3267
116.74,-0.7518,-0.3274
116.769,-0.8241,-0.3253
116.799,-0.8031,-0.329
116.829,-0.7984,-0.3298
116.858,-0.8898,-0.3268
116.888,-0.9151,-0.3282
116.917,-0.9387,-0.329
116.947,-0.9443,-0.3274
116.978,-0.9486,-0.3289
117.008,-0.9764,-0.3301
117.036,-1.0834,-0.3293
117.066,-1.1548,-0.3301
117.095,-1.1761,-0.3316
117.125,-1.1911,-0.3296
117.155,-1.223,-0.3326
117.184,-1.2671,-0.3278
117.214,-1.2146,-0.332
117.244,-1.0631,-0.3312
117.273,-0.9113,-0.3329
117.303,-0.8058,-0.3306
117.341,-0.7641,-0.3312
117.362,-0.691,-0.3322
117.391,-0.6662,-0.3338
117.421,-0.7227,-0.3323
117.451,-0.7478,-0.3331
117.48,-0.7605,-0.3353
117.51,-0.7649,-0.3321
117.539,-0.7977,-0.3333
117.569,-0.821,-0.3374
117.6,-0.7601,-0.3424
117.628,-0.6314,-0.3326
117.659,-0.6035,-0.3361
117.688,-0.5569,-0.3374
117.718,-0.5237,-0.3342
117.747,-0.5054,-0.3376
117.776,-0.4903,-0.3346
117.805,-0.4778,-0.3321
117.836,-0.5035,-0.3412
117.865,-0.5489,-0.325
117.895,-0.5944,-0.3315
117.924,-0.6626,-0.3282
117.954,-0.739,-0.34
117.984,-0.824,-0.3283
118.013,-0.8815,-0.3337
118.043,-0.9541,-0.3382
118.073,-1.0224,-0.3324
118.102,-1.0358,-0.3412
118.132,-1.0528,-0.3341
118.162,-1.0651,-0.3413
118.191,-1.1212,-0.3327
118.221,-1.1557,-0.3403
118.25,-1.1669,-0.338
118.28,-1.1819,-0.3357
118.31,-1.1743,-0.3348
118.339,-1.1669,-0.3341
118.368,-1.1521,-0.3356
118.397,-1.0355,-0.337
118.428,-0.826,-0.3351
118.458,-0.724,-0.338
118.487,-0.7308,-0.3331
118.517,-0.7213,-0.3328
118.547,-0.6905,-0.3356
118.576,-0.7303,-0.3334
118.606,-0.8237,-0.3369
118.64,-0.9563,-0.3349
118.665,-1.1112,-0.3345
118.694,-1.252,-0.3397
118.725,-1.4065,-0.3335
118.754,-1.5296,-0.3328
118.784,-1.6336,-0.3298
118.813,-1.6795,-0.3351
118.843,-1.6922,-0.336
118.873,-1.7139,-0.3404
118.901,-1.7319,-0.3359
118.931,-1.7285,-0.3331
118.962,-1.7371,-0.3373
118.991,-1.704,-0.3444
119.021,-1.6863,-0.3359
119.05,-1.67,-0.3384
119.079,-1.6278,-0.3447
119.11,-1.4901,-0.3428
119.139,-1.2773,-0.3395
119.169,-1.0675,-0.3354
119.2,-0.8904,-0.3374
119.228,-0.7628,-0.3332
119.258,-0.6414,-0.3401
119.286,-0.6195,-0.3384
119.316,-0.5941,-0.3365
119.346,-0.5772,-0.3395
119.375,-0.5732,-0.3392
119.406,-0.5733,-0.3414
119.436,-0.5638,-0.3406
119.465,-0.546,-0.3364
119.495,-0.5455,-0.339
119.524,-0.5384,-0.3383
119.553,-0.5321,-0.339
119.583,-0.5411,-0.3367
119.612,-0.5412,-0.3378
119.642,-0.5423,-0.3395
119.672,-0.5447,-0.3356
119.701,-0.5388,-0.3373
119.732,-0.5278,-0.3339
119.762,-0.5283,-0.3385
119.791,-0.5373,-0.3394
119.82,-0.5507,-0.3406
119.849,-0.5615,-0.3362
119.879,-0.5671,-0.3298
119.91,-0.5858,-0.3375
119.938,-0.595,-0.3329
119.969,-0.5993,-0.3397
119.998,-0.5822,-0.3382
120.03,-0.5902,-0.3391
120.058,-0.589,-0.3441
120.087,-0.5821,-0.3376
120.116,-0.5821,-0.3399
120.146,-0.5752,-0.335
120.176,-0.5669,-0.3418
120.206,-0.5508,-0.3422
120.236,-0.5435,-0.3418
120.265,-0.5517,-0.3394
120.295,-0.555,-0.3449
120.323,-0.5219,-0.3424
120.353,-0.4978,-0.3427
120.383,-0.4922,-0.343
120.413,-0.4952,-0.347
120.442,-0.4922,-0.3455
120.472,-0.4981,-0.3376
120.501,-0.5058,-0.3397
120.531,-0.5107,-0.3392
120.561,-0.5116,-0.3273
120.59,-0.5148,-0.3342
120.63,-0.5099,-0.3448
120.649,-0.5053,-0.3406
120.68,-0.5017,-0.3388
120.709,-0.5077,-0.3383
120.738,-0.506,-0.3359
120.768,-0.5108,-0.344
120.798,-0.5138,-0.3273
120.827,-0.5149,-0.335
120.857,-0.5118,-0.3362
120.887,-0.5045,-0.3437
120.917,-0.4974,-0.3438
120.946,-0.496,-0.3447
120.975,-0.4916,-0.3477
121.005,-0.4888,-0.3515
121.035,-0.487,-0.3463
121.064,-0.4876,-0.3458
121.094,-0.4859,-0.3421
121.124,-0.4866,-0.3456
121.153,-0.4905,-0.3465
121.183,-0.4872,-0.343
121.219,-0.4868,-0.3458
121.242,-0.4876,-0.3448
121.272,-0.4899,-0.3457
121.301,-0.502,-0.3477
121.331,-0.5064,-0.3475
121.361,-0.502,-0.3489
121.393,-0.486,-0.3497
121.42,-0.4876,-0.3481
121.449,-0.4817,-0.3488
121.48,-0.4847,-0.3474
121.514,-0.4818,-0.3537
121.538,-0.4898,-0.3528
121.569,-0.4806,-0.3499
121.598,-0.4821,-0.3485
121.627,-0.4833,-0.3497
121.657,-0.4864,-0.352
121.687,-0.4829,-0.3561
121.716,-0.4829,-0.3537
121.746,-0.4853,-0.3522
121.775,-0.4848,-0.3514
121.805,-0.4836,-0.3511
121.835,-0.4856,-0.3506
121.871,-0.4844,-0.3528
121.894,-0.4829,-0.3476
121.925,-0.4839,-0.3492
121.953,-0.4848,-0.3472
121.983,-0.4847,-0.353
122.013,-0.4869,-0.35
122.042,-0.4832,-0.3508
122.072,-0.4835,-0.352
122.101,-0.485,-0.3495
122.131,-0.4826,-0.3552
122.161,-0.4846,-0.3535
122.19,-0.4853,-0.3497
122.22,-0.4843,-0.3477
122.25,-0.4849,-0.351
122.279,-0.484,-0.3507
122.309,-0.4821,-0.3495
122.338,-0.4818,-0.3502
122.368,-0.4825,-0.3478
122.398,-0.4819,-0.3503
122.427,-0.482,-0.3489
122.457,-0.4828,-0.3491
122.487,-0.4868,-0.3486
122.516,-0.485,-0.3502
122.546,-0.4839,-0.3488
122.576,-0.4845,-0.3469
122.605,-0.4855,-0.3488
122.635,-0.4867,-0.348
122.664,-0.4867,-0.35
122.694,-0.4822,-0.3511
122.724,-0.4833,-0.3468
122.754,-0.4839,-0.3453
122.782,-0.4903,-0.3464
122.812,-0.5129,-0.3483
122.841,-0.5108,-0.3469
122.872,-0.4952,-0.3482
122.901,-0.4923,-0.3469
122.931,-0.4917,-0.3448
122.961,-0.4928,-0.3476
122.99,-0.4933,-0.3491
123.02,-0.4916,-0.35
123.05,-0.4919,-0.3477
123.078,-0.4937,-0.3459
123.109,-0.4911,-0.3476
123.137,-0.4899,-0.348
123.168,-0.4909,-0.3473
123.198,-0.4922,-0.3473
123.226,-0.4892,-0.3478
123.256,-0.4907,-0.3469
123.291,-0.4908,-0.3488
123.316,-0.4901,-0.3472
123.346,-0.4928,-0.3481
123.376,-0.4919,-0.3492
123.405,-0.4911,-0.3484
123.434,-0.4898,-0.3482
123.468,-0.4885,-0.3502
123.494,-0.4926,-0.3499
123.524,-0.4923,-0.3506
123.553,-0.4887,-0.3477
123.583,-0.4906,-0.3473
123.614,-0.4897,-0.3473
123.641,-0.4915,-0.3487
123.672,-0.4948,-0.3513
123.7,-0.4926,-0.3505
123.73,-0.4946,-0.348
123.761,-0.4894,-0.3479
123.792,-0.4971,-0.3486
123.824,-0.4941,-0.347
123.85,-0.4937,-0.3473
123.879,-0.4968,-0.3486
123.909,-0.4922,-0.3492
123.938,-0.498,-0.3501
123.967,-0.499,-0.3503
123.997,-0.4985,-0.3491
124.026,-0.4977,-0.3513
124.056,-0.4961,-0.3491
124.086,-0.5025,-0.3494
124.115,-0.5025,-0.3495
124.145,-0.4977,-0.3492
124.176,-0.4992,-0.3468
124.205,-0.5022,-0.3526
124.234,-0.5013,-0.3511
124.263,-0.5,-0.3496
124.294,-0.5024,-0.3496
124.323,-0.502,-0.3491
124.353,-0.499,-0.3514
124.384,-0.5006,-0.3485
124.416,-0.5015,-0.3492
124.441,-0.5046,-0.3488
124.471,-0.4983,-0.3507
124.501,-0.5005,-0.349
124.531,-0.5002,-0.3506
124.56,-0.4981,-0.3483
124.59,-0.4979,-0.3491
124.619,-0.4945,-0.3493
124.65,-0.4901,-0.35
124.678,-0.4938,-0.3503
124.709,-0.4935,-0.3511
124.737,-0.4947,-0.3496
124.767,-0.4951,-0.3497
124.797,-0.494,-0.3506
124.826,-0.4923,-0.3503
124.856,-0.4906,-0.3509
124.886,-0.5299,-0.3506
124.915,-0.6695,-0.35
124.945,-0.7154,-0.3486
124.975,-0.7419,-0.3491
125.005,-0.7013,-0.3523
125.036,-0.6824,-0.3506
125.068,-0.6745,-0.3528
125.094,-0.6653,-0.3526
125.124,-0.6474,-0.3514
125.152,-0.6072,-0.352
125.182,-0.5473,-0.3523
125.212,-0.5102,-0.3522
125.241,-0.5135,-0.3527
125.271,-0.5365,-0.3514
125.3,-0.5345,-0.3521
125.33,-0.4997,-0.3508
125.36,-0.492,-0.3504
125.389,-0.491,-0.3509
125.42,-0.4928,-0.3528
125.449,-0.491,-0.3516
125.478,-0.4922,-0.3499
125.508,-0.4931,-0.3509
125.538,-0.4944,-0.3532
125.567,-0.4907,-0.3516
125.597,-0.4933,-0.3513
125.626,-0.4961,-0.3508
125.656,-0.4905,-0.3505
125.686,-0.4928,-0.3523
125.715,-0.49,-0.3518
125.745,-0.4946,-0.3522
125.775,-0.4908,-0.3511
125.804,-0.4895,-0.3492
125.834,-0.4904,-0.3513
125.864,-0.4889,-0.3533
125.893,-0.4895,-0.3508
125.923,-0.4911,-0.3516
125.952,-0.4861,-0.3524
125.982,-0.4879,-0.3517
126.012,-0.4918,-0.3527
126.041,-0.4898,-0.3517
126.071,-0.4898,-0.3525
126.1,-0.4892,-0.3504
126.13,-0.4909,-0.3506
126.16,-0.489,-0.3522
126.189,-0.4898,-0.3543
126.219,-0.4903,-0.3551
126.249,-0.49,-0.3562
126.278,-0.49,-0.3562
126.31,-0.4878,-0.3557
126.337,-0.4901,-0.3539
126.367,-0.4885,-0.3569
126.397,-0.4879,-0.3537
126.426,-0.4892,-0.356
126.456,-0.4883,-0.356
126.486,-0.4836,-0.3563
126.515,-0.4859,-0.3569
126.551,-0.4862,-0.3553
126.574,-0.4881,-0.3555
126.604,-0.4907,-0.3534
126.634,-0.486,-0.3561
126.663,-0.4856,-0.3588
126.693,-0.4901,-0.3573
126.723,-0.4914,-0.3555
126.752,-0.4951,-0.3562
126.782,-0.4974,-0.3562
126.812,-0.4981,-0.3574
126.841,-0.4926,-0.3583
126.871,-0.4868,-0.3588
126.902,-0.4921,-0.3589
126.93,-0.4909,-0.3594
126.96,-0.4937,-0.3589
126.989,-0.4907,-0.359
127.019,-0.4957,-0.3588
127.049,-0.492,-0.3577
127.078,-0.4915,-0.3581
127.108,-0.4888,-0.3588
127.138,-0.4886,-0.3607
127.167,-0.4883,-0.3589
127.197,-0.4875,-0.3611
127.228,-0.4844,-0.3575
127.26,-0.4891,-0.3586
127.286,-0.4893,-0.3603
127.315,-0.492,-0.3581
127.345,-0.4893,-0.3602
127.375,-0.489,-0.3595
127.404,-0.4893,-0.3569
127.434,-0.4915,-0.3578
127.464,-0.4889,-0.3552
127.493,-0.49,-0.3581
127.522,-0.4906,-0.3622
127.552,-0.4889,-0.3645
127.581,-0.4885,-0.3622
127.611,-0.4902,-0.3578
127.641,-0.4886,-0.358
127.671,-0.4905,-0.3641
127.701,-0.4914,-0.3627
127.73,-0.4972,-0.3622
127.76,-0.4955,-0.3614
127.79,-0.4921,-0.3638
127.819,-0.4856,-0.3608
127.849,-0.4843,-0.3621
127.879,-0.4862,-0.3621
127.909,-0.4895,-0.3616
127.938,-0.4873,-0.3618
127.967,-0.4882,-0.3581
127.997,-0.4885,-0.3616
128.027,-0.4884,-0.3614
128.055,-0.4828,-0.3611
128.086,-0.4854,-0.3597
128.116,-0.4854,-0.3621
128.145,-0.4863,-0.3591
128.174,-0.4858,-0.3604
128.204,-0.4879,-0.36
128.234,-0.5058,-0.3604
128.263,-0.51,-0.3608
128.292,-0.5005,-0.3616
128.323,-0.4958,-0.3607
128.352,-0.4955,-0.3597
128.383,-0.4917,-0.36
128.411,-0.4901,-0.3622
128.44,-0.4876,-0.3567
128.471,-0.4903,-0.3597
128.501,-0.4896,-0.3593
128.53,-0.4925,-0.3597
128.559,-0.4922,-0.3599
128.592,-0.4941,-0.3568
128.619,-0.4946,-0.3588
128.649,-0.4978,-0.3595
128.679,-0.498,-0.3564
128.707,-0.495,-0.3567
128.737,-0.496,-0.3549
128.766,-0.493,-0.3566
128.796,-0.4945,-0.3534
128.826,-0.4941,-0.3514
128.855,-0.4955,-0.3533
128.885,-0.4925,-0.3531
128.915,-0.4943,-0.3531
128.945,-0.4917,-0.3538
128.975,-0.4923,-0.3544
129.003,-0.4917,-0.3531
129.034,-0.4892,-0.3528
129.062,-0.4917,-0.3569
129.092,-0.4898,-0.3534
129.124,-0.4908,-0.3552
129.151,-0.4886,-0.3546
129.181,-0.4889,-0.3555
129.217,-0.4867,-0.3547
129.24,-0.4882,-0.3561
129.273,-0.4872,-0.3539
129.299,-0.4894,-0.3551
129.329,-0.4835,-0.3536
129.359,-0.4872,-0.3557
129.389,-0.4882,-0.3527
129.421,-0.4865,-0.3545
129.449,-0.4872,-0.3534
129.477,-0.4825,-0.356
129.507,-0.484,-0.3556
129.536,-0.4834,-0.355
129.566,-0.4842,-0.3553
129.596,-0.4923,-0.3528
129.625,-0.5005,-0.355
129.655,-0.4972,-0.3544
129.684,-0.4977,-0.3558
129.718,-0.5022,-0.355
129.744,-0.5096,-0.3556
129.773,-0.5119,-0.3552
129.803,-0.5139,-0.3545
129.833,-0.5208,-0.3528
129.863,-0.5237,-0.3558
129.894,-0.5246,-0.3564
129.921,-0.529,-0.3567
129.951,-0.5361,-0.3593
129.981,-0.5355,-0.3585
130.01,-0.5436,-0.357
130.04,-0.5418,-0.3578
130.07,-0.5356,-0.3578
130.099,-0.5253,-0.3564
130.129,-0.5212,-0.3585
130.159,-0.5185,-0.3589
130.189,-0.5139,-0.3581
130.218,-0.5045,-0.358
130.248,-0.5027,-0.3567
130.277,-0.4982,-0.3574
130.307,-0.4954,-0.3582
130.336,-0.4961,-0.3586
130.366,-0.4965,-0.3608
130.396,-0.4952,-0.3599
130.426,-0.495,-0.3583
130.455,-0.4939,-0.3588
